Source,Target,Type,Industry,search_word
jenkins (software),data struktur,Undirected,Bank,Data Science
jenkins (software),ci/cd (continuous integration and continuous delivery),Undirected,Bank,Data Science
programvaredesign,behandling av ikt-feil,Undirected,Bank,Data Science
programvaredesign,it infrastructure library (itil),Undirected,Bank,Data Science
programvaredesign,nettverkskonsepter,Undirected,Bank,Data Science
programvaredesign,data struktur,Undirected,Bank,Data Science
programvaredesign,ci/cd (continuous integration and continuous delivery),Undirected,Bank,Data Science
behandling av ikt-feil,it infrastructure library (itil),Undirected,Bank,Data Science
behandling av ikt-feil,nettverkskonsepter,Undirected,Bank,Data Science
behandling av ikt-feil,data struktur,Undirected,Bank,Data Science
behandling av ikt-feil,ci/cd (continuous integration and continuous delivery),Undirected,Bank,Data Science
it infrastructure library (itil),nettverkskonsepter,Undirected,Bank,Data Science
it infrastructure library (itil),data struktur,Undirected,Bank,Data Science
it infrastructure library (itil),ci/cd (continuous integration and continuous delivery),Undirected,Bank,Data Science
nettverkskonsepter,data struktur,Undirected,Bank,Data Science
nettverkskonsepter,ci/cd (continuous integration and continuous delivery),Undirected,Bank,Data Science
data struktur,ci/cd (continuous integration and continuous delivery),Undirected,Bank,Data Science
deep learning,database,Undirected,IT,Data Science
deep learning,sql,Undirected,IT,Data Science
deep learning,multi threaded programming,Undirected,IT,Data Science
deep learning,c++ (programming language),Undirected,IT,Data Science
deep learning,ci/cd (continuous integration and continuous delivery),Undirected,IT,Data Science
computer vision,database,Undirected,IT,Data Science
computer vision,sql,Undirected,IT,Data Science
computer vision,multi threaded programming,Undirected,IT,Data Science
computer vision,c++ (programming language),Undirected,IT,Data Science
computer vision,ci/cd (continuous integration and continuous delivery),Undirected,IT,Data Science
database,multi threaded programming,Undirected,IT,Data Science
database,cuda (compute unified device architecture),Undirected,IT,Data Science
database,c++ (programming language),Undirected,IT,Data Science
database,ci/cd (continuous integration and continuous delivery),Undirected,IT,Data Science
sql,multi threaded programming,Undirected,IT,Data Science
sql,cuda (compute unified device architecture),Undirected,IT,Data Science
sql,c++ (programming language),Undirected,IT,Data Science
multi threaded programming,cuda (compute unified device architecture),Undirected,IT,Data Science
multi threaded programming,c++ (programming language),Undirected,IT,Data Science
multi threaded programming,ci/cd (continuous integration and continuous delivery),Undirected,IT,Data Science
cuda (compute unified device architecture),c++ (programming language),Undirected,IT,Data Science
c++ (programming language),ci/cd (continuous integration and continuous delivery),Undirected,IT,Data Science
veterinærmedisin,virologi,Undirected,Forskning,Data Science
veterinærmedisin,epidemiologi,Undirected,Forskning,Data Science
veterinærmedisin,økologi,Undirected,Forskning,Data Science
veterinærmedisin,polymerasekjedereaksjon (pkr),Undirected,Forskning,Data Science
veterinærmedisin,r,Undirected,Forskning,Data Science
virologi,epidemiologi,Undirected,Forskning,Data Science
virologi,økologi,Undirected,Forskning,Data Science
virologi,polymerasekjedereaksjon (pkr),Undirected,Forskning,Data Science
virologi,r,Undirected,Forskning,Data Science
epidemiologi,økologi,Undirected,Forskning,Data Science
epidemiologi,polymerasekjedereaksjon (pkr),Undirected,Forskning,Data Science
epidemiologi,r,Undirected,Forskning,Data Science
økologi,polymerasekjedereaksjon (pkr),Undirected,Forskning,Data Science
polymerasekjedereaksjon (pkr),r,Undirected,Forskning,Data Science
dansk,kvalitetsprosess,Undirected,Matvareproduksjon og -industri,Data Science
dansk,ingeniørarbeid,Undirected,Matvareproduksjon og -industri,Data Science
kvalitetsprosess,ingeniørarbeid,Undirected,Matvareproduksjon og -industri,Data Science
budsjettarbeid,sql,Undirected,Fiskeri og oppdrett,Forretningsanalyse
budsjettarbeid,analysere data,Undirected,Fiskeri og oppdrett,Forretningsanalyse
budsjettarbeid,rapporteringsverktøy,Undirected,Fiskeri og oppdrett,Forretningsanalyse
budsjettarbeid,visma business,Undirected,Fiskeri og oppdrett,Forretningsanalyse
budsjettarbeid,produktanalyse,Undirected,Fiskeri og oppdrett,Forretningsanalyse
budsjettarbeid,erp-systemer,Undirected,Fiskeri og oppdrett,Forretningsanalyse
budsjettarbeid,rapportering,Undirected,Fiskeri og oppdrett,Forretningsanalyse
sql,analysere data,Undirected,Fiskeri og oppdrett,Forretningsanalyse
sql,rapporteringsverktøy,Undirected,Fiskeri og oppdrett,Forretningsanalyse
sql,visma business,Undirected,Fiskeri og oppdrett,Forretningsanalyse
sql,produktanalyse,Undirected,Fiskeri og oppdrett,Forretningsanalyse
sql,erp-systemer,Undirected,Fiskeri og oppdrett,Forretningsanalyse
sql,rapportering,Undirected,Fiskeri og oppdrett,Forretningsanalyse
analysere data,rapporteringsverktøy,Undirected,Fiskeri og oppdrett,Forretningsanalyse
analysere data,visma business,Undirected,Fiskeri og oppdrett,Forretningsanalyse
analysere data,produktanalyse,Undirected,Fiskeri og oppdrett,Forretningsanalyse
analysere data,erp-systemer,Undirected,Fiskeri og oppdrett,Forretningsanalyse
analysere data,rapportering,Undirected,Fiskeri og oppdrett,Forretningsanalyse
rapporteringsverktøy,visma business,Undirected,Fiskeri og oppdrett,Forretningsanalyse
rapporteringsverktøy,produktanalyse,Undirected,Fiskeri og oppdrett,Forretningsanalyse
rapporteringsverktøy,erp-systemer,Undirected,Fiskeri og oppdrett,Forretningsanalyse
rapporteringsverktøy,rapportering,Undirected,Fiskeri og oppdrett,Forretningsanalyse
visma business,produktanalyse,Undirected,Fiskeri og oppdrett,Forretningsanalyse
visma business,erp-systemer,Undirected,Fiskeri og oppdrett,Forretningsanalyse
visma business,rapportering,Undirected,Fiskeri og oppdrett,Forretningsanalyse
produktanalyse,erp-systemer,Undirected,Fiskeri og oppdrett,Forretningsanalyse
produktanalyse,rapportering,Undirected,Fiskeri og oppdrett,Forretningsanalyse
erp-systemer,rapportering,Undirected,Fiskeri og oppdrett,Forretningsanalyse
administrative ferdigheter,forretningsutvikling,Undirected,Ideelle organisasjoner,Forretningsanalyse
administrative ferdigheter,budsjettarbeid,Undirected,Ideelle organisasjoner,Forretningsanalyse
administrative ferdigheter,analysere data,Undirected,Ideelle organisasjoner,Forretningsanalyse
administrative ferdigheter,prosjektøkonomi,Undirected,Ideelle organisasjoner,Forretningsanalyse
administrative ferdigheter,rapportering,Undirected,Ideelle organisasjoner,Forretningsanalyse
administrative ferdigheter,power bi,Undirected,Ideelle organisasjoner,Forretningsanalyse
administrative ferdigheter,fundraising,Undirected,Ideelle organisasjoner,Forretningsanalyse
forretningsutvikling,budsjettarbeid,Undirected,Ideelle organisasjoner,Forretningsanalyse
forretningsutvikling,analysere data,Undirected,Ideelle organisasjoner,Forretningsanalyse
forretningsutvikling,prosjektøkonomi,Undirected,Ideelle organisasjoner,Forretningsanalyse
forretningsutvikling,rapportering,Undirected,Ideelle organisasjoner,Forretningsanalyse
forretningsutvikling,power bi,Undirected,Ideelle organisasjoner,Forretningsanalyse
forretningsutvikling,fundraising,Undirected,Ideelle organisasjoner,Forretningsanalyse
budsjettarbeid,analysere data,Undirected,Ideelle organisasjoner,Forretningsanalyse
budsjettarbeid,prosjektøkonomi,Undirected,Ideelle organisasjoner,Forretningsanalyse
budsjettarbeid,rapportering,Undirected,Ideelle organisasjoner,Forretningsanalyse
budsjettarbeid,power bi,Undirected,Ideelle organisasjoner,Forretningsanalyse
budsjettarbeid,fundraising,Undirected,Ideelle organisasjoner,Forretningsanalyse
analysere data,prosjektøkonomi,Undirected,Ideelle organisasjoner,Forretningsanalyse
analysere data,rapportering,Undirected,Ideelle organisasjoner,Forretningsanalyse
analysere data,power bi,Undirected,Ideelle organisasjoner,Forretningsanalyse
analysere data,fundraising,Undirected,Ideelle organisasjoner,Forretningsanalyse
prosjektøkonomi,rapportering,Undirected,Ideelle organisasjoner,Forretningsanalyse
prosjektøkonomi,power bi,Undirected,Ideelle organisasjoner,Forretningsanalyse
prosjektøkonomi,fundraising,Undirected,Ideelle organisasjoner,Forretningsanalyse
rapportering,power bi,Undirected,Ideelle organisasjoner,Forretningsanalyse
rapportering,fundraising,Undirected,Ideelle organisasjoner,Forretningsanalyse
power bi,fundraising,Undirected,Ideelle organisasjoner,Forretningsanalyse
logistikk,analysere data,Undirected,Konsulent og rådgivning,Forretningsanalyse
logistikk,qlikview,Undirected,Konsulent og rådgivning,Forretningsanalyse
logistikk,utføre lønnsomhetsanalyse,Undirected,Konsulent og rådgivning,Forretningsanalyse
logistikk,microsoft excel,Undirected,Konsulent og rådgivning,Forretningsanalyse
logistikk,power bi,Undirected,Konsulent og rådgivning,Forretningsanalyse
logistikk,kvalitetssikring av data,Undirected,Konsulent og rådgivning,Forretningsanalyse
logistikk,bygge datadashboard,Undirected,Konsulent og rådgivning,Forretningsanalyse
analysere data,qlikview,Undirected,Konsulent og rådgivning,Forretningsanalyse
analysere data,utføre lønnsomhetsanalyse,Undirected,Konsulent og rådgivning,Forretningsanalyse
analysere data,microsoft excel,Undirected,Konsulent og rådgivning,Forretningsanalyse
analysere data,power bi,Undirected,Konsulent og rådgivning,Forretningsanalyse
analysere data,kvalitetssikring av data,Undirected,Konsulent og rådgivning,Forretningsanalyse
analysere data,bygge datadashboard,Undirected,Konsulent og rådgivning,Forretningsanalyse
qlikview,utføre lønnsomhetsanalyse,Undirected,Konsulent og rådgivning,Forretningsanalyse
qlikview,microsoft excel,Undirected,Konsulent og rådgivning,Forretningsanalyse
qlikview,power bi,Undirected,Konsulent og rådgivning,Forretningsanalyse
qlikview,kvalitetssikring av data,Undirected,Konsulent og rådgivning,Forretningsanalyse
qlikview,bygge datadashboard,Undirected,Konsulent og rådgivning,Forretningsanalyse
utføre lønnsomhetsanalyse,microsoft excel,Undirected,Konsulent og rådgivning,Forretningsanalyse
utføre lønnsomhetsanalyse,power bi,Undirected,Konsulent og rådgivning,Forretningsanalyse
utføre lønnsomhetsanalyse,kvalitetssikring av data,Undirected,Konsulent og rådgivning,Forretningsanalyse
utføre lønnsomhetsanalyse,bygge datadashboard,Undirected,Konsulent og rådgivning,Forretningsanalyse
microsoft excel,power bi,Undirected,Konsulent og rådgivning,Forretningsanalyse
microsoft excel,kvalitetssikring av data,Undirected,Konsulent og rådgivning,Forretningsanalyse
microsoft excel,bygge datadashboard,Undirected,Konsulent og rådgivning,Forretningsanalyse
power bi,kvalitetssikring av data,Undirected,Konsulent og rådgivning,Forretningsanalyse
power bi,bygge datadashboard,Undirected,Konsulent og rådgivning,Forretningsanalyse
kvalitetssikring av data,bygge datadashboard,Undirected,Konsulent og rådgivning,Forretningsanalyse
analysere data,dataanalyseverktøy,Undirected,Forskning,machine_learning
analysere data,gjennomføre helserelatert forskning,Undirected,Forskning,machine_learning
analysere data,statistikk,Undirected,Forskning,machine_learning
analysere data,forskningsmetoder,Undirected,Forskning,machine_learning
analysere data,principal component analysis (pca),Undirected,Forskning,machine_learning
analysere data,maskinlæring,Undirected,Forskning,machine_learning
analysere data,clustering algorithms,Undirected,Forskning,machine_learning
dataanalyseverktøy,gjennomføre helserelatert forskning,Undirected,Forskning,machine_learning
dataanalyseverktøy,statistikk,Undirected,Forskning,machine_learning
dataanalyseverktøy,forskningsmetoder,Undirected,Forskning,machine_learning
dataanalyseverktøy,principal component analysis (pca),Undirected,Forskning,machine_learning
dataanalyseverktøy,maskinlæring,Undirected,Forskning,machine_learning
dataanalyseverktøy,clustering algorithms,Undirected,Forskning,machine_learning
gjennomføre helserelatert forskning,statistikk,Undirected,Forskning,machine_learning
gjennomføre helserelatert forskning,forskningsmetoder,Undirected,Forskning,machine_learning
gjennomføre helserelatert forskning,principal component analysis (pca),Undirected,Forskning,machine_learning
gjennomføre helserelatert forskning,maskinlæring,Undirected,Forskning,machine_learning
gjennomføre helserelatert forskning,clustering algorithms,Undirected,Forskning,machine_learning
statistikk,forskningsmetoder,Undirected,Forskning,machine_learning
statistikk,principal component analysis (pca),Undirected,Forskning,machine_learning
statistikk,maskinlæring,Undirected,Forskning,machine_learning
statistikk,clustering algorithms,Undirected,Forskning,machine_learning
forskningsmetoder,principal component analysis (pca),Undirected,Forskning,machine_learning
forskningsmetoder,maskinlæring,Undirected,Forskning,machine_learning
forskningsmetoder,clustering algorithms,Undirected,Forskning,machine_learning
principal component analysis (pca),maskinlæring,Undirected,Forskning,machine_learning
principal component analysis (pca),clustering algorithms,Undirected,Forskning,machine_learning
maskinlæring,clustering algorithms,Undirected,Forskning,machine_learning
analysere data,bred klinisk erfaring,Undirected,Forskning,machine_learning
analysere data,gjennomføre kvalitative undersøkelser,Undirected,Forskning,machine_learning
analysere data,vitenskapelig forskning,Undirected,Forskning,machine_learning
bred klinisk erfaring,gjennomføre kvalitative undersøkelser,Undirected,Forskning,machine_learning
bred klinisk erfaring,maskinlæring,Undirected,Forskning,machine_learning
bred klinisk erfaring,vitenskapelig forskning,Undirected,Forskning,machine_learning
gjennomføre kvalitative undersøkelser,maskinlæring,Undirected,Forskning,machine_learning
gjennomføre kvalitative undersøkelser,vitenskapelig forskning,Undirected,Forskning,machine_learning
